Date_ID,LabID,CRA,Error,DC13,OthMeasures,DateMethod,Material,Species,OthSiteID,OldSiteID,SiteID,IndID,SiteName,SiteContext,SiteType,TmpType,AdminRegion,Country,CaseStudyArea,Disarticulated,Cremation,Longitude,Latitude,LocQual,Source,Comments,Othersources,AnnaComment,aDNAOlalde
202372,HAR-4791,3170,70,-23.2,NA,NA,bone,Homo sapiens,EUROEVOL S6515,202946,202946,,Mount Farm Berinsfield,NA,4C Burial - Inhumation,NA,"Oxfordshire, England",England,NA,No,No,-1.1556,51.6664,B,Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988. EUROEVOL-Sample:15815. (13/07/2012 AG),"Human bone (ribs, sternum, clavicles, and feet bones). Sample: MF161i, submitted in May 1981 by G H Lambrick. Initial comment: from a burial possibly contemporary with HAR-4796, but stratigraphically later than HAR-4819 (MF160i) which failed.",NA,NA,NA
219762,HAR-4796,3080,90,-20.4,NA,LSC/GPC,bone,animal,EUROEVOL S6515,202946,202946,,Mount Farm Berinsfield,NA,4B; 4H;4C Cremation,NA,"Oxfordshire, England",England,NA,N/A,Yes,-1.1556,51.6664,B,EUROEVOL-Sample:15816;Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988,"Animal bone (unidentified). Sample: MF101i, submitted in May 1981 by G H Lambrick. Initial comment: from a ring ditch, which contained fragments of a middle Bronze Age bucket urn and surrounded several burial deposits.",NA,NA,NA
53974,SUERC-26174,3610,30,NA,NA,NA,bone,Homo sapiens,NA,16542,16542,16542,"Mouse Low, Deepdale",J93.914; P117,NA,NA,"Staffordshire, England",England,NA,No,No,-1.8716,53.0778,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
205750,GU-3186,3400,100,-26.8,NA,NA,charcoal,Betula,Canmore 89732,202621,202621,202621,Mousland,NA,"Barrow, Polished Axehead (stone)",NA,NA,Scotland,NA,N/A,Yes,-3.3402,58.9939,B,http://canmore.org.uk/c14sample/GU-3186,"Birch charcoal, with cremated bone in the small central cist of a low, kerbed burial cairn; there was a polished stone axe next to the cist. From information compiled by Patrick Ashmore.",NA,NA,NA
53909,OxA-V-2246-33,3622,26,NA,NA,AMS,bone,Homo sapiens,NA,18945,18945,18945,"Murton, Forfar",Cist 1,NA,NA,"Angus, Scotland",Scotland,EastScot,No,No,-2.8284,56.6489,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.; DES 2009, 218","grave good typology: Food Vessel, Coutts No. 100.",NA,NA,NA
53952,SUERC-16322,3665,35,NA,NA,NA,bone,Homo sapiens,NA,16528,16528,16528,Myreside,NA,NA,NA,"Angus, Scotland",Scotland,EastScot,Unknown,No,-2.8515,56.6596,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.; DES 2009, 217",MB&B date not on pre-prepared collagen so not ultrafiltered (see Chapter 7); grave good typology: Unaccompanied,NA,NA,NA
222391,OxA-7739,4560,45,-21.065,NA,AMS,bone,Homo sapiens,EUROEVOL S3092,202856,202856,,"Nanna's Cave, Caldey Island",From the same cave as Oxa-7740,Cave;3B;3H;rockshelter/cave,NA,"South Wales, Wales",Wales,NA,Yes,No,-4.6811,51.6409,B,"EUROEVOL-Sample:9162;http://fepre.mas.ncl.ac.uk/; www.museumwales.ac.uk/en/radiocarbon; Griffiths, S. 2012. Chronological modelling of the Mesolithic?Neolithic transition in the Midlands and north of England (University of Cardiff, PhD); https://c14.arch.ox.ac.uk/database/db.php; Bronk Ramsey et al. 2000. Archaeometry 42.2.; http://radon.ufg.uni-kiel.de/samples/10777","Sampled object in collections of National Museum of Wales, accessioned as 91.9H/4 (Bronk Ramsey et al 2000b). Bronk Ramsey, C., Pettitt, P. B., Hedges, R. E. M., Hodgins, G. W. L. and Owen, D. C. (2000b) 'Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 30'. Archaeometry, 42(2), 459-79. Schulting, R. J. and Richards, M. P. (2002) 'Finding the coastal Mesolithic in southwest Britain: AMS dates and stable isotope results on human remains from Caldey Island, south Wales'. Antiquity 76, 1011-25. King, M. (2003) 'Unparalleled behaviour: Britain and Ireland during the 'Mesolithic' and 'Neolithic''. Oxford: British Archaeological Reports.; 91.9H/4. Human skeletal remains, selected to date the presence of mesolithic people in caves. Samples were selected on the basis that mesolithic implements were recovered from multi-period deposits. Dates death of individual, not well associated with diagnostic material culture.; Sample: 91.9H/4. Material: human.",NA,NA,NA
222393,OxA-7740,4520,45,-21.206,NA,AMS,bone,Homo sapiens,EUROEVOL S3092,202856,202856,,"Nanna's Cave, Caldey Island","From a cave containing scatters of fragmentary human bone, as well as Upper Palaeolithic, Mesolithic and Neolithic artefacts, including a rim fragment from a plain Bowl ( Lacaille and Grimes 1955, 96-120; 1961, 36-7; van Nedervelde 1977)",Cave;3B;3H;rockshelter/cave,NA,"South Wales, Wales",Wales,NA,Yes,No,-4.6811,51.6409,B,"EUROEVOL-Sample:9163;Griffiths, S. 2012. Chronological modelling of the Mesolithic?Neolithic transition in the Midlands and north of England (University of Cardiff, PhD); http://fepre.mas.ncl.ac.uk/; www.museumwales.ac.uk/en/radiocarbon; https://c14.arch.ox.ac.uk/database/db.php; Bronk Ramsey et al. 2000. Archaeometry 42.2.; http://radon.ufg.uni-kiel.de/samples/10776","NC2 63.335/6 I. I. Human skeletal remains, selected to date the presence of mesolithic people in caves. Samples were selected on the basis that mesolithic implements were recovered from multi-period deposits. Dates death of individual, not well associated with diagnostic material culture.; Sampled object in collections of National Museum of Wales, accessioned as 63.335/61.1 (Bronk Ramsey et al (2000b). Bronk Ramsey, C., Pettitt, P. B., Hedges, R. E. M., Hodgins, G. W. L. and Owen, D. C. (2000b) 'Radiocarbon dates from the Oxford AMS system: Archaeometry datelist 30'. Archaeometry, 42(2), 459-79. Schulting, R. J. and Richards, M. P. (2002) 'Finding the coastal Mesolithic in southwest Britain: AMS dates and stable isotope results on human remains from Caldey Island, south Wales'. Antiquity 76, 1011-25. King, M. (2003) 'Unparalleled behaviour: Britain and Ireland during the 'Mesolithic' and 'Neolithic''. Oxford: British Archaeological Reports.; Sample: NC2 63.335/61.1. Material: human.",NA,NA,NA
216240,BM-1114,3475,36,-26.4,NA,LSC,charcoal,NA,NA,201068,201068,201068,Nant Maden,"From cremation deposit inserted in wall of ruined D-shaped enclosure, before construction of secondary cairn (Burleigh and Hewson 1979, 344).",4B Round cairn,NA,"Powys, Wales",Wales,NA,N/A,Yes,-3.4932,51.7836,C,www.museumwales.ac.uk/en/radiocarbon; CBA Index,"Early Bronze Age round cairn (Burleigh and Hewson 1979, 344). Sample associated with collared urn sherds, and provides a TPQ for secondary cairn construction (Burleigh and Hewson 1979, 344)Burleigh, R. and Hewson, A. (1979) 'British Museum Natural Radiocarbon Measurements XI'. Radiocarbon, 21(3), 339-52.",NA,NA,NA
Olalde7,OxA-16522,3512,37,NA,NA,NA,bone,Homo sapiens,NA,NA,1000084,1000084,"Neale's Cave, Paington, Devon, England",SB 434A3,NA,NA,"Devon, England",England,NA,Yes,No,-3.580537,50.426084,NA,"Olalde et al., 2018",NA,NA,NA,Y
209788,OxA-V-2166-46,3741,32,-25.2,NA,AMS,bone,Homo sapiens,Canmore 37036,203880,203880,203880,Nether Criggie,NA,Cist,NA,"Aberdeenshire, Scotland",Scotland,EastScot,No,No,-2.2683,56.9324,B,"http://canmore.org.uk/c14sample/OxA-V-2166-46; Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",Skeleton with 3 beakers ((WC Step 5 N/NR; SN Step 5 N3(L); LN Step 5 (N3(L). From information compiled by Patrick Ashmore.,NA,NA,NA
53896,OxA-V-2228-44,3763,27,NA,NA,AMS,bone,Homo sapiens,NA,16498,16498,,"Netheravon Flying School, Fittleton",Individual 1,NA,NA,"Wiltshire, England",England,Wessex,Unknown,No,-1.7633,51.2447,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
53895,OxA-V-2228-43,3732,27,NA,NA,AMS,bone,Homo sapiens,NA,16498,16498,,"Netheravon Flying School, Fittleton",Individual 2,NA,NA,"Wiltshire, England",England,Wessex,Unknown,No,-1.7633,51.2447,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",NA,NA,NA,NA
53908,OxA-V-2246-32,3658,26,NA,NA,AMS,bone,Homo sapiens,NA,16504,16504,16504,"Netherton, Aberlemno",NA,NA,NA,"Angus, Scotland",Scotland,EastScot,No,No,-2.7399,56.7097,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.; DES 2009, 217","grave good typology: Food Vessel, Coutts No. 96.",NA,NA,NA
57655,P-13852,3890,32,NA,NA,NA,bone,Homo sapiens,NA,17192,17192,,"New School Site, Amesbury","Cemetery 1, grave 1289 (the Amesbury Archer)",NA,NA,"Wiltshire, England",England,Wessex,No,No,-1.7654,51.1635,B,"Fitzpatrick, A. (2003) New School Site, Bascombe Down, Wiltshire: Archaeological excavation. Salisbury: Wessex Archaeology, Ref: 50875.2. doi:10.5284/1029199",2470-2210 BC. Human bone;thigh bone.,NA,NA,NA
57656,P-13853,3859,35,NA,NA,NA,bone,Homo sapiens,NA,17192,17192,,"New School Site, Amesbury","Cemetery 1, grave 1236",NA,NA,"Wiltshire, England",England,Wessex,No,No,-1.7654,51.1635,B,"Fitzpatrick, A. (2003) New School Site, Bascombe Down, Wiltshire: Archaeological excavation. Salisbury: Wessex Archaeology, Ref: 50875.2. doi:10.5284/1029199",2460-2200 BC.,NA,NA,NA
57657,P-13854,3852,35,NA,NA,NA,bone,Homo sapiens,NA,17192,17192,,"New School Site, Amesbury","Cemetery 1, grave 1236",NA,NA,"Wiltshire, England",England,Wessex,No,No,-1.7654,51.1635,B,"Fitzpatrick, A. (2003) New School Site, Bascombe Down, Wiltshire: Archaeological excavation. Salisbury: Wessex Archaeology, Ref: 50875.2. doi:10.5284/1029199",2460-2190 BC.,NA,NA,NA
200826,AA-53695,2915,40,-23.7,NA,NA,charcoal,NA,Canmore 72543,200209,200209,200209,"Newbridge, Industrial Estate",NA,"Pit(s), Rig And Furrow",NA,NA,Scotland,NA,N/A,Yes,-3.4054,55.9357,B,http://canmore.org.uk/c14sample/AA-53695,"Fragment of charcoal (identified as Quercus sp.) from funeral pyre, mixed in with cremated bone. From information compiled by Patrick Ashmore.",NA,NA,NA
209833,OxA-V-2243-46,3757,29,-20.8,NA,AMS,bone,Homo sapiens,Canmore 18099,203890,203890,,Newlands of Oyne,Cist 2,"Cist(s), Arm Guard(s) (stone), Barbed And Tanged Arrowhead (flint), Beaker(s), Flake(s) (flint), Knife(s) (flint)",NA,"Aberdeenshire, Scotland",Scotland,EastScot,No,No,-2.5082,57.3175,B,"http://canmore.org.uk/c14sample/OxA-V-2243-46; Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.","Human bone from an inhumation with a beaker (N4, Step 5, Short-Necked in Cist 2. ABDUA 14249. From information compiled by Patrick Ashmore.",NA,NA,NA
209804,OxA-V-2172-20,3677,31,-20.8,NA,AMS,bone,Homo sapiens,Canmore 18099,203890,203890,,Newlands of Oyne,Cist 1,"Cist(s), Arm Guard(s) (stone), Barbed And Tanged Arrowhead (flint), Beaker(s), Flake(s) (flint), Knife(s) (flint)",NA,"Aberdeenshire, Scotland",Scotland,EastScot,No,No,-2.5082,57.3175,B,"http://canmore.org.uk/c14sample/OxA-V-2172-20; Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.",Bone from a skeleton from Cist 1 with a SN Step 4 N3 beaker. From information compiled by Patrick Ashmore.,NA,NA,NA
53912,OxA-V-2246-36,3465,25,NA,NA,AMS,bone,Homo sapiens,NA,16507,16507,16507,Newmonthill cemetery,Cist 1,NA,NA,"Angus, Scotland",Scotland,EastScot,No,No,-2.8791,56.6403,B,"Parker Pearson, M., Chamberlain, A.,Jay, M., Richards, M., Evans, J and Sheridan, A. (eds) Forthcoming. The Beaker People:  isotopes, mobility and diet in prehistoric Britain. Prehistoric Society monograph. Oxford: Oxbow.; DES 2009, 218",grave good typology: Food Vessel,NA,NA,NA
D0167,AA-25225,3755,50,-25.4,NA,NA,Charcoal,NA,NA,NA,200052,,Newton of Petty,NA,NA,NA,"Inverness, Scotland",Scotland,NA,N/A,Yes,-4.1135,57.5097,NA,NA,NA,NA,NA,NA
200184,AA-25219,3580,50,-24.5,NA,NA,charcoal,Corylus avellana,Canmore 14198,200052,200052,,Newton Of Petty,NA,Ring Cairn,NA,"Inverness, Scotland",Scotland,NA,N/A,Yes,-4.1135,57.5097,B,http://canmore.org.uk/c14sample/AA-25219,A piece of hazel charcoal from a shallow scoop occupying most of the central area of the ring cairn. A large quantity of the cremated bone was found within the same feature an comes from a single burial - an adult male. Charcoal was confined to the distribution of the cremated bones and was sealed by a well defined layer of flat slabs. It should represent charcoal from the cremation pyre. See also AA-25220-1. From information compiled by Patrick Ashmore.,NA,NA,NA
200185,AA-25220,2890,45,-25.7,NA,NA,charcoal,Alnus,Canmore 14198,200052,200052,,Newton Of Petty,NA,Ring Cairn,NA,"Inverness, Scotland",Scotland,NA,N/A,Yes,-4.1135,57.5097,B,http://canmore.org.uk/c14sample/AA-25220,A single piece of alder charcoal from a shallow scoop occupying most of the central area of the ring cairn. A large quantity of the cremated bone was found within the same feature an comes from a single burial - an adult male. Charcoal was confined to the distribution of the cremated bones and was sealed by a well defined layer of flat slabs. It should represent charcoal from the cremation pyre. See also AA-25219 and AA-25221. From information compiled by Patrick Ashmore.,NA,NA,NA
200183,AA-25218,2845,45,-25.4,NA,NA,charcoal,Corylus avellana,Canmore 14198,200052,200052,,Newton Of Petty,NA,Ring Cairn,NA,"Inverness, Scotland",Scotland,NA,N/A,Yes,-4.1135,57.5097,B,http://canmore.org.uk/c14sample/AA-25218,"A single piece of hazel charcoal from a deep pit in the central area of the ring cairn. It was sealed by the primary burial represented by S. 5-7. The feature was interpreted in the field as a posthole and forms part of an alignment - possibly part of a building. Charcoal was confined to the distribution of the cremated bones and was sealed by the central burial, which was covered in turn by a well defined layer of flat slabs. If this was originally a posthole, the cremation is likely to be a secondary deposit. From information compiled by Patrick Ashmore.",NA,NA,NA
200187,AA-25222,2785,45,-27.1,NA,NA,charcoal,Alnus,Canmore 14198,200052,200052,,Newton Of Petty,NA,Ring Cairn,NA,"Inverness, Scotland",Scotland,NA,N/A,Yes,-4.1135,57.5097,B,http://canmore.org.uk/c14sample/AA-25222,"A single piece of alder charcoal from a pit sealed by a large flat slab underlying the burial in the centre of the ring cairn. Charcoal was found in the lower filling of this feature, together with cremated bone. Charcoal was confined to the lower fill of the pit which was sealed by a sandstone slab. Over which was the primary burial of the ring cairn. The charcoal in the pit has some distribution as cremated human bone and may originate in the pyre. From information compiled by Patrick Ashmore.",NA,NA,NA
200186,AA-25221,2685,45,-27.3,NA,NA,charcoal,Betula,Canmore 14198,200052,200052,,Newton Of Petty,NA,Ring Cairn,NA,"Inverness, Scotland",Scotland,NA,N/A,Yes,-4.1135,57.5097,B,http://canmore.org.uk/c14sample/AA-25221,A single piece of birch charcoal from a shallow scoop occupying most of the central area of the ring cairn. A large quantity of the cremated bone was found within the same feature an comes from a single burial - an adult male. Charcoal was confined to the distribution of the cremated bones and was sealed by a well defined layer of flat slabs. It should represent charcoal from the cremation pyre. See also AA-25219-20. From information compiled by Patrick Ashmore.,NA,NA,NA
212143,SUERC-5470,3705,35,-23.4,NA,NA,bone,Homo sapiens,Canmore 274045,204439,204439,,Noah's Ark,NA,Cist,NA,"Perth and Kinross, Scotland",Scotland,EastScot,Yes,No,-3.492,56.3966,B,http://canmore.org.uk/c14sample/SUERC-5470,"Part of a human femur (Sample SK 2) from one of two burials discovered resting upon a mid brown/grey sandy silt, with numerous inclusions of weathered bedrock. The human bone is thought to have been deliberately placed upon the base of the cist. From information compiled by Patrick Ashmore.",NA,NA,NA
212142,SUERC-5469,3670,35,-21.1,NA,NA,bone,Homo sapiens,Canmore 274045,204439,204439,,Noah's Ark,NA,Cist,NA,"Perth and Kinross, Scotland",Scotland,EastScot,Yes,No,-3.492,56.3966,B,http://canmore.org.uk/c14sample/SUERC-5469,"Part of a human femur (Sample SK 1) from one of two burials discovered resting upon a mid brown/grey sandy silt, with numerous inclusions of weathered bedrock. The human bone is thought to have been deliberately placed upon the base of the cist. From information compiled by Patrick Ashmore.",NA,NA,NA
Wilkin66,SUERC-4446,3725,35,NA,NA,NA,NA,NA,NA,NA,1000085,1000085,"Noon Hill, Rivington, Lancashire",NA,NA,burial(Food Vessel Urn),"Lancashire, England",England,NA,N/A,Yes,-2.5353407,53.630211,NA,Barrowclough 2008,NA,NA,NA,NA
Olalde32,SUERC-62072,3065,36,-20.9,?15N (<U+0089>):10.8,NA,tooth,Homo sapiens,NA,NA,1000086,1000086,North Face Cave,NFC07151,NA,burial(inhumation);mine(copper),"Conwy, Wales",Wales,NA,Unknown,No,-3.84,53.33,NA,"Olalde et al., 2018",NA,NA,NA,Y
74701,BM-2677,3670,50,-21.3,NA,LSC,bone,Homo sapiens,NA,9835,9835,,"North Farm, West Overton",NA,barrow (round barrow);burial (disarticulated),NA,"Wiltshire, England",England,Wessex,Yes,No,-1.8029,51.4163,B,Ambers and Bowman 1998. Radiocarbon 40.2,NA,NA,NA,NA
74703,BM-2679,3520,90,-20.3,NA,LSC,bone,Homo sapiens,NA,9835,9835,,"North Farm, West Overton",NA,"burial (inhumation,crouched)",NA,"Wiltshire, England",England,Wessex,No,No,-1.8029,51.4163,B,Ambers and Bowman 1998. Radiocarbon 40.2,NA,NA,NA,NA
D0176,OxA-19107,3690,27,-21.03,NA,NA,Unburned human bone <U+0096> disarticulated,NA,NA,NA,1000087,1000087,"North Fen, Sutton",NA,NA,NA,"Cambridgeshire, England",England,NA,Yes,No,0.063666693,52.412304,NA,NA,NA,NA,NA,NA
204000,GrA-24007,3665,45,-25.3,NA,AMS,bone (cremated),Homo sapiens,Canmore 26006,201745,201745,,"North Mains, Strathallan",NA,"Henge, Timber Circle(s) (neolithic)",NA,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.7343,56.3265,B,http://canmore.org.uk/c14sample/GrA-24007,Bioapatite from cremated human bone (NMS X.EPC 108) from Burial A under the henge bank. From information compiled by Patrick Ashmore.,NA,NA,NA
204200,GrA-27300,3610,35,-25.3,NA,AMS,bone,Homo sapiens,Canmore 26006,201745,201745,,"North Mains, Strathallan",NA,"Henge, Timber Circle(s) (neolithic)",NA,"Perth and Kinross, Scotland",Scotland,EastScot,No,No,-3.7343,56.3265,B,http://canmore.org.uk/c14sample/GrA-27300,"Bone from an adult female, 20-25 years old with a bipartite vase (SF17) thought to have been made by the same potter as a food vessel from Cowdenhill, West Lothian. This supersedes the previously obtained date from this skeleton (GU-1381 3490+/-65 BP). From information compiled by Patrick Ashmore.",NA,NA,NA
218268,GU-1381,3490,65,-21.6,NA,NA,bone,Homo sapiens,Canmore 26006,201745,201745,,"North Mains, Strathallan",NA,"Henge, Timber Circle(s) (neolithic);3I Henge",NA,"Perth and Kinross, Scotland",Scotland,EastScot,No,No,-3.7343,56.3265,B,http://canmore.org.uk/c14sample/GU-1381; CL,Human bone from a burial in a cist with a Food Vessel in a henge. From information compiled by Patrick Ashmore.,NA,NA,NA
218242,GU-1351,3035,70,-24.9,NA,NA,charcoal,NA,Canmore 26006,201745,201745,,"North Mains, Strathallan",NA,"Henge, Timber Circle(s) (neolithic);3I Henge",NA,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.7343,56.3265,B,http://canmore.org.uk/c14sample/GU-1351; CL,Charcoal with a late cremation in a rough stone setting near a henge. From information compiled by Patrick Ashmore.,NA,NA,NA
218241,GU-1350,2855,85,-24.8,NA,NA,charcoal,NA,Canmore 26006;EUROEVOL S6526,201745,201745,,"North Mains, Strathallan",NA,"Henge, Timber Circle(s) (neolithic);3I Henge",NA,"Perth and Kinross, Scotland",Scotland,EastScot,N/A,Yes,-3.7343,56.3265,B,http://canmore.org.uk/c14sample/GU-1350; EUROEVOL-Sample:15840. (13/07/2012 AG). CL,Charcoal with a late cremation in a rough stone setting near a henge. From information compiled by Patrick Ashmore.,NA,NA,NA
74826,SUERC-42781,3370,30,-26.3,NA,AMS,bone (cremated),Homo sapiens,NA,20132,20132,20132,"North of Walton High Street, Felixstowe",context 594,NA,NA,"Suffolk, England",England,NA,N/A,Yes,1.3337,51.9763,B,"House, J. 2012. Land North of Walton High Street, Felixstowe, Suffolk (Oxford Archaeology Report)",NA,NA,NA,NA
219742,HAR-4634,3280,70,-25.1,NA,NA,charcoal,Quercus,EUROEVOL S6608,202938,202938,202938,"North Shoebury, Essex",NA,4B; 4H;4C Cremation burial,NA,"Essex, England",England,NA,N/A,Yes,0.7842,51.5392,B,Bayliss et al. 2012. Radiocarbon Dates - from samples funded by English Heritage between 1981 and 1988,"Charcoal (remaining subsample identified): Quercus. Sample: NS0600C, submitted in August 1981 by P Murphy. Initial comment: from an unurned cremation burial excavated close to two cropmark ring ditches some distance from a middle Bronze Age settlement.",NA,NA,NA
211422,SUERC-2015,3570,40,-24.7,NA,NA,bone (cremated),Homo sapiens,Canmore 33284,202652,202652,,North Straiton,NA,burial (cremation),NA,NA,Scotland,EastScot,N/A,Yes,-2.9487,56.3995,B,http://canmore.org.uk/c14sample/SUERC-2015,"Fragments of cremated human bone from fill 109 of cremation pit 110. One of five cremations excavated on the site, which includes a prehistoric settlement. From information compiled by Patrick Ashmore.",NA,NA,NA
211384,SUERC-1818,3505,40,-24.5,NA,NA,bone,Homo sapiens,Canmore 33284,202652,202652,,North Straiton,NA,"Cremation(s), Unenclosed Settlement",NA,NA,Scotland,EastScot,N/A,Yes,-2.9487,56.3995,B,http://canmore.org.uk/c14sample/SUERC-1818,"Fragments of cremated human bone from fill 124 of cremation pit 125. One of five cremations excavated on the site, which includes a prehistoric settlement. From information compiled by Patrick Ashmore.",NA,NA,NA
211383,SUERC-1817,3475,40,-23,NA,NA,bone,Homo sapiens,Canmore 33284,202652,202652,,North Straiton,NA,"Cremation(s), Unenclosed Settlement",NA,NA,Scotland,EastScot,N/A,Yes,-2.9487,56.3995,B,http://canmore.org.uk/c14sample/SUERC-1817,"Fragments of cremated human bone from lower fill 102 of cremation pit 099. One of five cremations excavated on the site, which includes a prehistoric settlement. From information compiled by Patrick Ashmore.",NA,NA,NA
212663,SUERC-9740,2500,35,-19.6,NA,NA,bone (cremated),Homo sapiens,Canmore 283963,204502,204502,,"North Uist, Loch Phaibeil",NA,"Cist, Roundhouse, Structure",NA,NA,Scotland,NA,N/A,Yes,-7.4957,57.584,B,http://canmore.org.uk/c14sample/SUERC-9740,Sample 4385/10-1 Context 011. From information compiled by SUERC.,NA,NA,NA
212664,SUERC-9741,2460,35,-18.9,NA,NA,bone (cremated),Homo sapiens,Canmore 283963,204502,204502,,"North Uist, Loch Phaibeil",NA,"Cist, Roundhouse, Structure",NA,NA,Scotland,NA,N/A,Yes,-7.4957,57.584,B,http://canmore.org.uk/c14sample/SUERC-9741,Sample 4385/10-2 Context 010. From information compiled by SUERC.,NA,NA,NA
225916,NZA-22736,3743,40,-21.2,NA,AMS,bone,Homo sapiens,SiteCode:WNB,200896,200896,,"Northumberland Bottom, Gravesend","Grave, context 1070 (secondary male burial); Context 1070; Group 40557, skeleton (1070)",NA,NA,"Kent, England",England,NA,No,No,0.3475,51.4179,B,"Foreman, S. 2009 Channel Tunnel Rail Link Section 1, doi:10.5284/1000230; Askew & Booth 2006; Askew, P, Booth, P (2006) The Prehistoric, Roman and Medieval Landscape at Northumberland Bottom, Gravesend, Kent. Oxford: Oxford Wessex Archaeology Joint Venture (London and Continental Railways) doi:10.5284/1008830",Sample R-28937/3. R femur human.; Human bone: femur.,"Booth & Smith, 2011. On track: the archaeology of High Speed 1 Section 1 in Kent",NA,NA
225915,NZA-22735,3601,40,-21.5,NA,AMS,bone,Homo sapiens,SiteCode:WNB,200896,200896,,"Northumberland Bottom, Gravesend","Grave, context 1203 (primary female burial); Context 1203; Group 40557, skeleton (1203)",NA,NA,"Kent, England",England,NA,No,No,0.3475,51.4179,B,"Foreman, S. 2009 Channel Tunnel Rail Link Section 1, doi:10.5284/1000230; Askew & Booth 2006; Askew, P, Booth, P (2006) The Prehistoric, Roman and Medieval Landscape at Northumberland Bottom, Gravesend, Kent. Oxford: Oxford Wessex Archaeology Joint Venture (London and Continental Railways) doi:10.5284/1008830",Sample R-28937/2. R femur human.; Human bone: femur.,"Booth & Smith, 2011. On track: the archaeology of High Speed 1 Section 1 in Kent",NA,NA
67015,SUERC-50375,3554,29,-25.5,NA,NA,bone (cremated),Homo sapiens,NA,18885,18885,18885,Nortoft Lane East,"Context 10241, grave 10242, burial 1",NA,NA,"Northamptonshire, England",England,NA,N/A,Yes,-1.1821,52.3487,B,"Masefield, R. et al. 2016. Origins, Development and Abandonment of an Iron Age Village (DRIFT2 Archaeopress)",NA,NA,NA,NA
67031,SUERC-50374,3256,27,-22.6,NA,NA,bone (cremated),Homo sapiens,NA,18886,18886,,Nortoft Lane West,"Context 5069, grave 5067, burial 7",NA,NA,"Northamptonshire, England",England,NA,N/A,Yes,-1.1852,52.3487,B,"Masefield, R. et al. 2016. Origins, Development and Abandonment of an Iron Age Village (DRIFT2 Archaeopress)",NA,NA,NA,NA
67030,SUERC-50373,3155,25,-23.4,NA,NA,bone (cremated),Homo sapiens,NA,18886,18886,,Nortoft Lane West,"Context 5089, grave 5086, burial 8",NA,NA,"Northamptonshire, England",England,NA,N/A,Yes,-1.1852,52.3487,B,"Masefield, R. et al. 2016. Origins, Development and Abandonment of an Iron Age Village (DRIFT2 Archaeopress)",NA,NA,NA,NA
67029,SUERC-50372,3102,27,-22.4,NA,NA,bone (cremated),Homo sapiens,NA,18886,18886,,Nortoft Lane West,"Context 3004, grave 3003, burial 2",NA,NA,"Northamptonshire, England",England,NA,N/A,Yes,-1.1852,52.3487,B,"Masefield, R. et al. 2016. Origins, Development and Abandonment of an Iron Age Village (DRIFT2 Archaeopress)",NA,NA,NA,NA
